iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.69.184.1.0.11.134.148.91.136 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.69.184.1.0.11.134.148.91.137 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.69.184.1.0.11.134.148.91.138 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.69.184.2.0.11.134.148.91.128 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.69.184.2.0.11.134.148.91.129 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.69.184.2.0.11.134.148.91.130 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.70.98.1.0.11.134.148.102.40 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.70.98.1.0.11.134.148.102.41 = INTEGER: 2
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.70.98.1.0.11.134.148.102.42 = INTEGER: 1
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.70.98.2.0.11.134.148.102.32 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.70.98.2.0.11.134.148.102.33 = INTEGER: 2
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.70.98.2.0.11.134.148.102.34 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.32.1.0.11.134.150.66.8 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.32.1.0.11.134.150.66.9 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.32.1.0.11.134.150.66.10 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.32.2.0.11.134.150.66.0 = INTEGER: 1
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.32.2.0.11.134.150.66.1 = INTEGER: 2
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.32.2.0.11.134.150.66.2 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.56.1.0.11.134.150.67.136 = INTEGER: 0
iso.3.6.1.4.1.14823.2.2.1.5.3.1.1.1.2.0.11.134.193.100.56.1.0.11.134.150.67.137 = INTEGER: 2
